version,test/acc,Name,dataset,data_dir,data_range,val_ratio,test_ratio,mechanism,x_eps,edge_mechanism,e_eps,model,hidden_dim,dropout,x_steps,y_steps,forward_correction,optimizer,max_epochs,learning_rate,weight_decay,patience,orphic,inner_epoch,device,seed,checkpoint_dir,repeats,output_dir,log,log_mode,project_name,retrain,cmd
0,60.135516657255785,256b99b7-4769-11f0-8f6c-001a7dda7115,lastfm,./datasets,"(0, 1)",0.25,0.25,mbm,1.0,mrr,7.9,gcn,16,0.0,0,0,True,adam,500,0.01,0.0,0,True,2,cuda,,./ckpt,1,./output,False,individual,Solitude,True,main.py -d lastfm --model gcn -ex 1.0 -ee 7.9 --orphic True
